url;country;date;Zustand;Garantie;Marke;Modell;Angebotsnummer;Erstzulassung;Außenfarbe;Lackierung;Farbe laut Hersteller;Innenausstattung;Karosserieform;Anzahl Türen;Sitzplätze;Getriebeart;Gänge;Hubraum;Zylinder;Leergewicht;Antriebsart;Kraftstoff;"KraftstoffverbrauchWeitere Informationen zum offiziellen Kraftstoffverbrauch und den offiziellen spezifischen CO2-Emissionen neuer Personenkraftwagen können dem ""Leitfaden über den Kraftstoffverbrauch, die CO2-Emissionen und den Stromverbrauch neuer Personenkraftwagen"" entnommen werden, der an allen Verkaufsstellen und bei der Deutschen Automobil Treuhand GmbH unter www.dat.de unentgeltlich erhältlich ist.";"CO2-EmissionenWeitere Informationen zum offiziellen Kraftstoffverbrauch und den offiziellen spezifischen CO2-Emissionen neuer Personenkraftwagen können dem ""Leitfaden über den Kraftstoffverbrauch, die CO2-Emissionen und den Stromverbrauch neuer Personenkraftwagen"" entnommen werden, der an allen Verkaufsstellen und bei der Deutschen Automobil Treuhand GmbH unter www.dat.de unentgeltlich erhältlich ist.";Schadstoffklasse;haendler;privat;ort;price;ausstattung_liste;Fahrzeughalter;Länderversion;Feinstaubplakette;Nichtraucherfahrzeug;HU Prüfung;Scheckheftgepflegt;Letzter Kundendienst
/angebote/fiat-tipo-1-4-t-jet-120cv-sw-lounge-benzin-blau-782da420-374d-4ad6-b29d-e6f76dc2a617?;Italien;2021-02-17 21:34:45.229912;Tageszulassung;24 Monate;Fiat;Tipo;;2020;Blau;Metallic;MEDITERRANEO;Stoff, Schwarz;Kombi;5;5;Schaltgetriebe;6;1.368 cm³;4;1.380 kg;Front;Benzin;6,7 l/100 km (komb)8,7 l/100 km (innerorts)5,5 l/100 km (außerorts);152 g CO2/km (komb);Euro 6d-TEMP;True;False;22020 Pellio Intelvi - Como - Co;17500;['', 'ABS', 'Alufelgen', 'Apple CarPlay', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'ESP', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Geschwindigkeits-begrenzungsanlage', 'Getönte Scheiben', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'Lederlenkrad', 'Lichtsensor', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Regensensor', 'Reifendruckkontrollsystem', 'Reserverad', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sommerreifen', 'Start/Stop-Automatik', 'Tempomat', 'Touchscreen', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Xenonscheinwerfer', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];1;;;;;;
/angebote/fiat-tipo-1-4-t-jet-120cv-sw-lounge-gpl-retrocamera-autogas-lpg-weiss-039fa44e-520b-4f08-8ba6-250a3581d8a0?;Italien;2021-02-17 21:34:46.261519;Tageszulassung;24 Monate;Fiat;Tipo;13908363;2020;Weiß;Metallic;Bianco;Stoff, Schwarz;Kombi;5;5;Schaltgetriebe;6;1.368 cm³;4;1.380 kg;Front;Autogas (LPG);6,7 l/100 km (komb)8,7 l/100 km (innerorts)5,5 l/100 km (außerorts);152 g CO2/km (komb);Euro 6d-TEMP;True;False;30034 Mira - Venezia;16190;['', 'ABS', 'Airbag hinten', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Getönte Scheiben', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'LED-Tagfahrlicht', 'Lederlenkrad', 'MP3', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];;;;;;;
/angebote/fiat-tipo-1-6-mjet-120cv-start-stop-km0-super-promo-diesel-schwarz-9c3879f5-87a7-44ac-b73a-4f6dd45807a8?;Italien;2021-02-17 21:34:47.313954;Gebraucht;24 Monate;Fiat;Tipo;;2020;Schwarz;Metallic;;Stoff, Grau;Kombi;5;5;Schaltgetriebe;6;1.598 cm³;4;1.395 kg;Front;Diesel;4,6 l/100 km (komb)5 l/100 km (innerorts)4,4 l/100 km (außerorts);121 g CO2/km (komb);Euro 6d-TEMP;True;False;00013 Mentana - Roma - RM;14900;['', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Klimaanlage', 'Komfort', 'Lederlenkrad', 'Lichtsensor', 'MP3', 'Multifunktionslenkrad', 'Radio', 'Regensensor', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Start/Stop-Automatik', 'Tagfahrlicht', 'USB', 'Unterhaltung/Media', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung'];1;Italien;;;;;01/2021
/angebote/fiat-tipo-1-4-t-jet-120cv-gpl-sw-lounge-autogas-lpg-schwarz-618e7e1d-bfe1-4fd7-a999-0d2cd3214c58?;Italien;2021-02-17 21:34:48.461730;Tageszulassung;24 Monate;Fiat;Tipo;14641854;2020;Schwarz;Metallic;Nero;Stoff, Grau;Kombi;5;5;Schaltgetriebe;6;1.368 cm³;4;1.380 kg;Front;Autogas (LPG) (Rußpartikelfilter);6,7 l/100 km (komb)8,7 l/100 km (innerorts)5,5 l/100 km (außerorts);152 g CO2/km (komb);Euro 6;True;False;10156 Torino - To;14400;['', 'ABS', 'Airbag hinten', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'CD', 'DAB-Radio', 'Dachreling', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Katalysator', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'MP3', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Soundsystem', 'Sprachsteuerung', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];;;;;;;
/angebote/fiat-tipo-1-4-t-jet-120cv-sw-lounge-gpl-autogas-lpg-weiss-809f86ec-df7c-4d82-9465-0ba90e7a107c?;Italien;2021-02-17 21:34:49.504318;Jahreswagen;;Fiat;Tipo;14697819;2020;Weiß;;Bianco Gelato;Stoff, Schwarz;Kombi;5;5;Schaltgetriebe;6;1.368 cm³;4;1.380 kg;Front;Autogas (LPG);6,7 l/100 km (komb)5,5 l/100 km (innerorts)8,7 l/100 km (außerorts);152 g CO2/km (komb);Euro 6d-TEMP;True;False;30173 Campalto - Venezia - Ve;16600;['', 'ABS', 'Airbag hinten', 'Armlehne', 'Beifahrerairbag', 'Bluetooth', 'Einparkhilfe Sensoren hinten', 'Elektrische Seitenspiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'Komfort', 'Kopfairbag', 'MP3', 'Nebelscheinwerfer', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Tagfahrlicht', 'Tempomat', 'USB', 'Unterhaltung/Media', 'Zentralverriegelung mit Funkfernbedienung'];;;;;;;
/angebote/fiat-tipo-1-4t-120cv-sw-lounge-km-zero-benzin-grau-21286bb0-9f35-433e-9cef-15aea3c92fa9?;Italien;2021-02-17 21:34:50.467059;Tageszulassung;;Fiat;Tipo;4477825;2020;Grau;Metallic;Grigio;Stoff, Schwarz;Kombi;5;5;Schaltgetriebe;6;1.368 cm³;4;;Front;Benzin;7,2 l/100 km (komb)9,5 l/100 km (innerorts)5,9 l/100 km (außerorts);162 g CO2/km (komb);Euro 6;True;False;24033 Calusco D'Adda - Bergamo - Bg;17600;['', 'ABS', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Bluetooth', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'Lederlenkrad', 'MP3', 'Nebelscheinwerfer', 'Radio', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Sicherheit', 'Start/Stop-Automatik', 'Tempomat', 'Touchscreen', 'Unterhaltung/Media', 'Zentralverriegelung', 'teilb. Rücksitzbank'];;;;;;;
/angebote/fiat-tipo-1-4-t-jet-120cv-sw-easy-benzin-grau-4119a448-b15d-4115-9dcd-253c5b60bec9?;Italien;2021-02-17 21:34:51.540555;Tageszulassung;12 Monate;Fiat;Tipo;4453204;2020;Grau;Metallic;Grigio scuro;Stoff, Grau;Kombi;5;5;Schaltgetriebe;6;1.368 cm³;4;;Front;Benzin;7 l/100 km (komb)9,3 l/100 km (innerorts)5,7 l/100 km (außerorts);159 g CO2/km (komb);Euro 6;True;False;20100 Milano - Mi;15990;['', 'ABS', 'Beifahrerairbag', 'Bluetooth', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Komfort', 'Kopfairbag', 'Lederlenkrad', 'Radio', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Sicherheit', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Touchscreen', 'Unterhaltung/Media', 'Zentralverriegelung', 'teilb. Rücksitzbank'];;;;;;;
/angebote/fiat-tipo-1-6-mjt-s-s-sw-lounge-diesel-grau-b444e051-68be-4dd4-a18e-055ced5634d3?;Italien;2021-02-17 21:34:52.440701;Gebraucht;24 Monate;Fiat;Tipo;13098667;2020;Grau;Standardlackierung;Antracite;;Kombi;5;5;Schaltgetriebe;6;1.598 cm³;4;1.395 kg;Front;Diesel (Rußpartikelfilter);4,3 l/100 km (komb)4,8 l/100 km (innerorts)3,8 l/100 km (außerorts);113 g CO2/km (komb);Euro 6;True;False;10040 Leini - Torino;17500;['', 'ABS', 'Airbag hinten', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'CD', 'DAB-Radio', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lordosenstütze', 'MP3', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung'];;;;;;;
/angebote/fiat-tipo-1-3-mjt-s-s-sw-street-diesel-bronze-697bca60-283b-49c7-b87c-cc9f830044d0?;Italien;2021-02-17 21:34:53.441887;Tageszulassung;;Fiat;Tipo;4469784;2020;Bronze;Metallic;Bronzo;;Kombi;5;5;Schaltgetriebe;5;1.248 cm³;4;;Front;Diesel (Rußpartikelfilter);4,2 l/100 km (komb)4,6 l/100 km (innerorts)4 l/100 km (außerorts);110 g CO2/km (komb);Euro 6d-TEMP;True;False;24043 Caravaggio - Bg;14900;['', 'ABS', 'Alufelgen', 'Beifahrerairbag', 'CD', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Komfort', 'Kopfairbag', 'Radio', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Sicherheit', 'Start/Stop-Automatik', 'USB', 'Unterhaltung/Media', 'Zentralverriegelung', 'teilb. Rücksitzbank'];;;;;;;
/angebote/fiat-tipo-1-4-t-jet-120cv-sw-lounge-nav-7-039-039-cerch-benzin-schwarz-4cb02794-fc7e-4a5b-8228-22e56e1c3c8c?;Italien;2021-02-17 21:34:54.022923;Tageszulassung;11 Monate;Fiat;Tipo;022020161900;2020;Schwarz;;Nero Cinema;Stoff, Schwarz;Kombi;5;5;Schaltgetriebe;6;1.368 cm³;4;1.380 kg;Front;Super 95;5 l/100 km (komb)9 l/100 km (innerorts)7 l/100 km (außerorts);159 g CO2/km (komb);Euro 6;True;False;37135 Verona - VR;15900;['', 'ABS', 'Alufelgen', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'ESP', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'MP3', 'Navigationssystem', 'Nebelscheinwerfer', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung'];1;Italien;;;;;
/angebote/fiat-tipo-1-4-t-jet-120cv-sw-lounge-carplay-clima-autom-benzin-schwarz-55a2c61b-cfd9-4e0a-b0bc-cabea67f1c72?;Italien;2021-02-17 21:34:55.087449;Tageszulassung;;Fiat;Tipo;14587552;2020;Schwarz;Metallic;Nero;Stoff, Schwarz;Kombi;5;5;Schaltgetriebe;6;1.368 cm³;4;1.380 kg;Front;Benzin;7,2 l/100 km (komb)5,9 l/100 km (innerorts)9,5 l/100 km (außerorts);154 g CO2/km (komb);Euro 6d-TEMP;True;False;12038 Savigliano - Cuneo - Cn;13790;['', 'ABS', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'Dachreling', 'ESP', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Regensensor', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung'];;;;;;;
/angebote/fiat-tipo-1-4-sw-easy-km-0-full-optional-benzin-blau-d2c1994b-4556-4234-a2d0-779aecad4080?;Italien;2021-02-17 21:34:56.195169;Gebraucht;;Fiat;Tipo;;2020;Blau;;;;Kombi;5;5;Schaltgetriebe;6;1.368 cm³;4;1.280 kg;;Benzin;6,5 l/100 km (komb)8,5 l/100 km (innerorts)5,3 l/100 km (außerorts);132 g CO2/km (komb);Euro 6d-TEMP;True;False;10020 Cambiano - Torino - TO;13900;[];;;;;;;
/angebote/fiat-tipo-1-4-t-jet-120cv-sw-mirror-benzin-beige-e0f7fce1-c4ee-4d74-812d-836cd8fa04e6?;Italien;2021-02-17 21:34:57.243941;Tageszulassung;;Fiat;Tipo;4547985;2020;Beige;;Beige;;Kombi;5;5;Schaltgetriebe;6;1.368 cm³;4;;Front;Benzin;7 l/100 km (komb)9,3 l/100 km (innerorts)5,7 l/100 km (außerorts);159 g CO2/km (komb);Euro 6;True;False;21013 Gallarate - Varese - Va;16690;['', 'ABS', 'Alufelgen', 'Beifahrerairbag', 'Bluetooth', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Komfort', 'Kopfairbag', 'Lederlenkrad', 'MP3', 'Nebelscheinwerfer', 'Radio', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Sicherheit', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Touchscreen', 'Unterhaltung/Media', 'Zentralverriegelung', 'teilb. Rücksitzbank'];;;;;;;
/angebote/fiat-tipo-1-4-sw-street-more-benzin-silber-de1e8d24-bc3e-496a-b407-9e8b34fa354d?;Italien;2021-02-17 21:34:58.324415;Tageszulassung;;Fiat;Tipo;13653875;2020;Silber;Metallic;Argento;Stoff, Schwarz;Kombi;5;5;Schaltgetriebe;6;1.368 cm³;4;1.280 kg;Front;Benzin;6,5 l/100 km (komb)8,5 l/100 km (innerorts)5,3 l/100 km (außerorts);132 g CO2/km (komb);Euro 6;True;False;31053 Pieve di Soligo - Treviso;14300;['', 'ABS', 'Alufelgen', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Komfort', 'MP3', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Tagfahrlicht', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung'];;;;;;;
/angebote/fiat-tipo-1-6-mjt-s-s-sw-lounge-diesel-bronze-fbff5677-9122-4102-831b-9c79bb77386b?;Italien;2021-02-17 21:34:59.406495;Tageszulassung;;Fiat;Tipo;2735149;2020;Bronze;Metallic;;Stoff, Grau;Kombi;5;5;Schaltgetriebe;6;1.598 cm³;4;;Front;Diesel;4,3 l/100 km (komb)4,8 l/100 km (innerorts)3,8 l/100 km (außerorts);113 g CO2/km (komb);Euro 6;True;False;14100 Asti - At;18700;['', 'ABS', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'Lederlenkrad', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sprachsteuerung', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'teilb. Rücksitzbank'];;Italien;;;;;
/angebote/fiat-tipo-1-6-mjt-s-s-sw-lounge-diesel-bronze-1fecb8fb-1653-4f34-8df0-41ef928298f0?;Italien;2021-02-17 21:35:00.465478;Tageszulassung;;Fiat;Tipo;4564843;2020;Bronze;;Bronzo;;Kombi;5;5;Schaltgetriebe;6;1.598 cm³;4;;Front;Diesel;4,8 l/100 km (komb)5,2 l/100 km (innerorts)4,6 l/100 km (außerorts);124 g CO2/km (komb);Euro 6;True;False;21013 Gallarate - Varese - Va;17690;['', 'ABS', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Bluetooth', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'Lederlenkrad', 'MP3', 'Nebelscheinwerfer', 'Radio', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Sicherheit', 'Start/Stop-Automatik', 'Tempomat', 'Touchscreen', 'Unterhaltung/Media', 'Zentralverriegelung', 'teilb. Rücksitzbank'];;;;;;;
/angebote/fiat-tipo-1-4-t-jet-120cv-sw-lounge-s-design-gpl-landi-autogas-lpg-weiss-1ad06495-1876-4948-83ce-0c3ae3d92853?;Italien;2021-02-17 21:35:00.847463;Tageszulassung;;Fiat;Tipo;;2020;Weiß;;;Stoff, Schwarz;Kombi;5;5;Schaltgetriebe;6;1.368 cm³;4;1.350 kg;Front;Flüssiggas/Autogas (LPG);6,9 l/100 km (komb)8,2 l/100 km (innerorts)5,6 l/100 km (außerorts);156 g CO2/km (komb);Euro 6d-TEMP;True;False;10154 Torino - To;15500;['', 'ABS', 'Airbag hinten', 'Alufelgen', 'Android Auto', 'Apple CarPlay', 'Armlehne', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'ESP', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Geschwindigkeits-begrenzungsanlage', 'Getönte Scheiben', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Notrufsystem', 'Radio', 'Raucherpaket', 'Regensensor', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sommerreifen', 'Sprachsteuerung', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Wegfahrsperre', 'Xenonscheinwerfer', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];1;;;;;;
/angebote/fiat-tipo-1-4-sw-full-opt-benzin-weiss-8a794d09-7ea7-48f2-903d-ac5719a4165e?;Italien;2021-02-17 21:35:01.691839;Tageszulassung;12 Monate;Fiat;Tipo;14667008;2020;Weiß;Standardlackierung;Bianco;;Kombi;5;5;Schaltgetriebe;6;1.368 cm³;4;1.280 kg;Front;Benzin;5,8 l/100 km (komb)7,8 l/100 km (innerorts)4,6 l/100 km (außerorts);132 g CO2/km (komb);Euro 6d-TEMP;True;False;10015 Ivrea - Torino;13500;['', 'ABS', 'Alarmanlage', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Bluetooth', 'DAB-Radio', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Komfort', 'Kopfairbag', 'Nebelscheinwerfer', 'Notbremsassistent', 'Radio', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Tempomat', 'Unterhaltung/Media', 'Wegfahrsperre', 'Xenonscheinwerfer', 'Zentralverriegelung'];;;;;;;
/angebote/fiat-tipo-1-4-95cv-sw-easy-prezzo-promo-benzin-weiss-7cb09877-e0b2-4694-b620-983a7787ccde?;Italien;2021-02-17 21:35:02.707471;Tageszulassung;;Fiat;Tipo;;2020;Weiß;;;Stoff, Schwarz;Kombi;5;5;Schaltgetriebe;6;1.368 cm³;4;1.280 kg;Front;Benzin;6,5 l/100 km (komb)8,5 l/100 km (innerorts)5,3 l/100 km (außerorts);132 g CO2/km (komb);Euro 6d-TEMP;True;False;13900 Biella - Bi;14000;['', 'ABS', 'Alarmanlage', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'ESP', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Geschwindigkeits-begrenzungsanlage', 'Isofix', 'Katalysator', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Tagfahrlicht', 'Lederlenkrad', 'MP3', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Notrad', 'Pannenkit', 'Radio', 'Raucherpaket', 'Reifendruckkontrollsystem', 'Servolenkung', 'Sicherheit', 'Sitzbelüftung', 'Sitzheizung', 'Soundsystem', 'Sprachsteuerung', 'Tagfahrlicht', 'Tempomat', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Volldigitales Kombiinstrument', 'Wegfahrsperre', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung'];0;Italien;;;;;
/angebote/fiat-tipo-1-6-mjt-sw-s-design-bicolor-navi-telecamera-xeno-diesel-grau-5f9e251b-8775-4b06-85a5-4d8f39ec8534?;Italien;2021-02-17 21:35:03.777584;Tageszulassung;23 Monate;Fiat;Tipo;;2020;Grau;;;Stoff, Schwarz;Kombi;5;5;Schaltgetriebe;6;1.598 cm³;4;1.395 kg;Front;Diesel (Rußpartikelfilter);4,5 l/100 km (komb)5 l/100 km (innerorts)4 l/100 km (außerorts);118 g CO2/km (komb);Euro 6d-TEMP;True;False;65012 Cepagatti - Pescara - PE;21500;['', 'ABS', 'Abstandstempomat', 'Airbag hinten', 'Alufelgen', 'Android Auto', 'Apple CarPlay', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bi-Xenon Scheinwerfer', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'E10-geeignet', 'ESP', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Geschwindigkeits-begrenzungsanlage', 'Getönte Scheiben', 'Innenspiegel automatisch abblendend', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'Kurvenlicht', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'MP3', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Radio', 'Raucherpaket', 'Regensensor', 'Reifendruckkontrollsystem', 'Scheinwerferreinigung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sprachsteuerung', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Umklappbarer Beifahrersitz', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];;;;;;;
