url;Angebotsnummer;Erstzulassung;Farbe laut Hersteller;Innenausstattung;Karosserieform;Kraftstoff;Marke;Modell;Zustand;ausstattung_liste;country;date;haendler;ort;price;privat
/angebote/fiat-tipo-4d-my20-1-6-mjt-120cv-mirror-euro-6d-temp-diesel-7a591867-30f4-4873-ac87-4fcb044f9092?;03575990753-N325824;2020;TOSCANA GREEN;Schwarz;Sonstige;Diesel;Fiat;Tipo;Tageszulassung;['', 'Komfort', 'Regensensor'];Italien;2021-02-17 21:51:45.458591;True;73010 Surbo - Lecce - Le;17300;False
