url;Anzahl Türen;Außenfarbe;"CO2-EmissionenWeitere Informationen zum offiziellen Kraftstoffverbrauch und den offiziellen spezifischen CO2-Emissionen neuer Personenkraftwagen können dem ""Leitfaden über den Kraftstoffverbrauch, die CO2-Emissionen und den Stromverbrauch neuer Personenkraftwagen"" entnommen werden, der an allen Verkaufsstellen und bei der Deutschen Automobil Treuhand GmbH unter www.dat.de unentgeltlich erhältlich ist.";Erstzulassung;Getriebeart;Gänge;Hubraum;Karosserieform;Kraftstoff;"KraftstoffverbrauchWeitere Informationen zum offiziellen Kraftstoffverbrauch und den offiziellen spezifischen CO2-Emissionen neuer Personenkraftwagen können dem ""Leitfaden über den Kraftstoffverbrauch, die CO2-Emissionen und den Stromverbrauch neuer Personenkraftwagen"" entnommen werden, der an allen Verkaufsstellen und bei der Deutschen Automobil Treuhand GmbH unter www.dat.de unentgeltlich erhältlich ist.";Leergewicht;Marke;Modell;Nichtraucherfahrzeug;Schadstoffklasse;Sitzplätze;Zustand;Zylinder;ausstattung_liste;country;date;haendler;ort;price;privat
/angebote/fiat-tipo-1-6-mjt-120cv-s-s-sw-lounge-diesel-blau-80938dbb-6a94-8304-e053-0100007fb357?;5;Blau;98 g CO2/km (komb);2017;Schaltgetriebe;6;1.598 cm³;Kombi;Diesel;3,7 l/100 km (komb)4,4 l/100 km (innerorts)3,3 l/100 km (außerorts);1.395 kg;Fiat;Tipo;;Euro 6;5;Gebraucht;4;['', 'Alufelgen', 'Beifahrerairbag', 'Elektr. Fensterheber', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Komfort', 'Nebelscheinwerfer', 'Raucherpaket', 'Seitenairbag', 'Sicherheit', 'Zentralverriegelung', 'teilb. Rücksitzbank'];Italien;2021-02-17 22:11:16.000142;False;10148 Torino;11500;True
