url;Angebotsnummer;Antriebsart;Außenfarbe;Erstzulassung;Farbe laut Hersteller;Getriebeart;Karosserieform;Kraftstoff;Lackierung;Marke;Modell;Zustand;ausstattung_liste;country;date;haendler;ort;price;privat
/angebote/fiat-tipo-sw-my20-1-6-mjt-120cv-dct-mirror-euro-6d-temp-diesel-grau-54f6cf58-45fb-480b-989b-b102a6523892?;4601754;Front;Grau;2021;Grigio;Automatik;Sonstige;Diesel;Metallic;Fiat;Tipo;Tageszulassung;[];Italien;2021-02-17 21:48:21.432121;True;50019 Sesto Fiorentino - Firenze;19500;False
