url;Angebotsnummer;Erstzulassung;Farbe laut Hersteller;Innenausstattung;Karosserieform;Kraftstoff;Marke;Modell;Zustand;ausstattung_liste;country;date;haendler;ort;price;privat
/angebote/fiat-tipo-tipo-hatchback-my20-1-3-95cv-mirror-euro-6d-temp-diesel-1756f195-9641-4647-8cea-2098c8ecadd1?;03575990753-N327370;2021;NERO Cinema(Metalizzato);Grau;Sonstige;Diesel;Fiat;Tipo;Tageszulassung;[];Italien;2021-02-17 21:52:07.197576;True;73010 Surbo - Lecce - Le;17600;False
